,Unnamed: 0,CaseOrder,Customer_id,Interaction,City,State,County,Zip,Lat,Lng,Population,Area,Timezone,Job,Children,Age,Education,Employment,Income,Marital,Gender,Churn,Outage_sec_perweek,Email,Contacts,Yearly_equip_failure,Techie,Contract,Port_modem,Tablet,InternetService,Phone,Multiple,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,PaymentMethod,Tenure,MonthlyCharge,Bandwidth_GB_Year,item1,item2,item3,item4,item5,item6,item7,item8
8840,8841,8841,c533700,643c3081-e401-4f83-8174-eebc2c351ca6,south hero,vt,grand isle,5486,44.64057,-73.31079,1666,suburban,america/new_york,secondary school teacher,4.0,77.0,regular high school diploma,full time,12912.29,never married,male,no,41.58463,12,0,1,no,month-to-month,no,no,nan,yes,yes,yes,yes,no,no,no,no,yes,mailed check,42.82102,165.8546,3862.29,3,2,3,1,5,2,3,3
8841,8842,8842,p82698,badc7d76-6a6c-4eda-9231-78120dc3b284,hartsburg,il,logan,62643,40.243,-89.45175,561,rural,america/chicago,midwife,0.0,28.0,regular high school diploma,full time,21423.42,divorced,female,no,12.54875,11,4,0,no,month-to-month,no,no,nan,yes,yes,no,no,no,no,no,no,yes,credit card (automatic),58.57249,111.7858,4938.967,3,3,1,4,2,4,3,3
8842,8843,8843,x577275,fcf6569e-d649-4410-9313-46d65a16d86e,jerusalem,ar,conway,72080,35.52434,-92.80503,368,suburban,america/chicago,commercial art gallery manager,3.0,84.0,master's degree,full time,53979.72,widowed,female,no,9.58282,12,0,1,no,one year,yes,no,nan,yes,no,no,yes,no,yes,no,no,yes,mailed check,55.68741,116.4138,4637.682,3,4,3,4,3,4,2,4
8843,8844,8844,q857934,922421c1-0bd0-4405-97e9-20f350912dbf,compton,il,lee,61318,41.71213,-89.07967,845,rural,america/chicago,"engineer, manufacturing systems",6.0,77.0,bachelor's degree,part time,34343.05,divorced,female,no,14.90813,7,0,1,yes,one year,yes,no,nan,yes,no,yes,yes,yes,yes,no,yes,yes,credit card (automatic),69.5048,165.6909,6205.183,3,3,3,4,4,5,4,3
8844,8845,8845,w815471,5ce834e5-ba0e-494e-bf0a-a6ffb1c0c18c,dundee,or,yamhill,97115,45.27231,-123.0271,3989,rural,america/los_angeles,ophthalmologist,0.0,86.0,professional school degree,full time,33186.785,widowed,male,no,12.89718,15,0,0,no,two year,no,yes,nan,yes,no,no,yes,no,no,yes,yes,no,credit card (automatic),62.89177,197.7522,5629.088,4,4,3,5,2,5,4,4
8845,8846,8846,z514718,83322bb8-0441-42e3-be29-5f576ed8cf4f,bluff city,ks,harper,67018,37.06947,-97.85843,204,rural,america/chicago,armed forces training and education officer,1.0,63.0,bachelor's degree,part time,6025.06,married,male,no,14.89455,10,3,0,no,month-to-month,yes,no,fiber optic,yes,yes,yes,yes,no,yes,no,yes,no,bank transfer(automatic),53.60305,219.3689,4863.297,2,3,2,4,3,2,3,2
8846,8847,8847,m144568,1bcec6f3-9f20-4b43-be12-0415a938be49,honolulu,hi,honolulu,96850,21.30376,-157.8627,0,urban,pacific/honolulu,secondary school teacher,1.0,69.0,"some college, less than 1 year",full time,33186.785,widowed,male,no,9.132682,9,1,0,no,month-to-month,yes,no,fiber optic,yes,no,no,yes,no,yes,no,no,yes,mailed check,54.37409,147.1054,3382.424,3,3,4,4,2,4,4,4
8847,8848,8848,v366783,4a8138fa-06f1-4100-8a3b-6548b358622a,gabbs,nv,nye,89409,38.78468,-118.1032,162,suburban,america/los_angeles,"embryologist, clinical",1.0,67.0,master's degree,student,24326.72,married,female,no,3.441269,15,1,0,no,one year,yes,no,fiber optic,yes,yes,no,yes,no,no,yes,yes,yes,bank transfer(automatic),52.71022,260.466,3382.424,2,3,4,4,3,3,5,3
8848,8849,8849,q190990,219812fc-4c81-4444-a684-7180a6d32dfa,independence,va,grayson,24348,36.64109,-81.17213,4409,urban,america/new_york,it sales professional,0.0,21.0,associate's degree,part time,12654.73,separated,female,no,8.612349,6,0,0,no,month-to-month,no,no,nan,yes,yes,yes,no,no,yes,yes,yes,no,bank transfer(automatic),64.56029,223.2987,5989.348,3,4,3,4,3,4,2,4
8849,8850,8850,o326088,e4bb8bbd-a7a5-4cbf-8ee9-721808264884,vallejo,ca,solano,94590,38.10303,-122.2486,37377,suburban,america/los_angeles,electrical engineer,2.0,48.0,regular high school diploma,full time,33186.785,never married,female,no,9.129699,11,0,2,no,month-to-month,no,yes,dsl,yes,no,yes,yes,yes,no,yes,no,yes,electronic check,51.9647,153.5857,5185.231,5,4,2,5,4,4,5,5
8850,8851,8851,a300601,679c71e1-038f-43f4-97a4-31b96b48077f,naylor,ga,lowndes,31641,30.93243,-83.09623,1966,suburban,america/new_york,"pharmacist, hospital",3.0,76.0,bachelor's degree,retired,33186.785,never married,female,no,7.363864,9,2,1,no,month-to-month,no,yes,dsl,yes,yes,no,no,no,no,yes,yes,yes,credit card (automatic),36.19603,217.7519,6235.697,5,4,4,4,5,5,5,5
8851,8852,8852,v630491,d5c34134-703e-4228-a9bd-c035933e5b61,decatur,ga,dekalb,30030,33.77129,-84.29205,29490,urban,america/new_york,water engineer,1.0,21.0,regular high school diploma,full time,21326.64,divorced,male,no,7.678377,14,1,0,no,month-to-month,yes,no,dsl,yes,no,yes,yes,no,yes,no,yes,no,credit card (automatic),58.51928,165.2375,5868.507,3,3,3,3,5,3,2,4
8852,8853,8853,b469043,e9cb1671-e19a-4e5f-9e62-7796e3191d91,tacoma,wa,pierce,98403,47.26595,-122.4585,8146,urban,america/los_angeles,sales promotion account executive,3.0,24.0,associate's degree,full time,8208.47,divorced,male,no,11.53092,12,1,0,no,month-to-month,no,no,fiber optic,yes,yes,yes,yes,no,yes,yes,no,no,mailed check,69.24664,208.2203,6335.435,4,3,4,2,3,5,3,4
8853,8854,8854,p530226,7892abd8-d230-423f-82ea-bf4ae81db049,colgate,wi,washington,53017,43.20383,-88.2554,5762,suburban,america/chicago,petroleum engineer,0.0,77.0,"some college, less than 1 year",part time,33186.785,widowed,female,no,9.81765,11,2,1,no,two year,no,no,dsl,yes,yes,no,no,no,yes,yes,no,yes,mailed check,71.75497,162.8272,6472.088,2,3,3,3,5,2,3,4
8854,8855,8855,y178063,403b26d0-06b7-4d57-af0f-0c7fe910f44b,tucker,ar,jefferson,72168,34.43846,-91.97079,2475,urban,america/chicago,orthoptist,3.0,53.0,"some college, 1 or more years, no degree",full time,33186.785,married,male,no,10.9063,14,2,1,no,month-to-month,no,no,dsl,yes,yes,no,yes,no,no,yes,no,no,bank transfer(automatic),71.53606,173.3917,6761.913,3,2,4,2,4,3,2,3
8855,8856,8856,w674486,c58ccbf0-f1d4-44d2-9089-d16d8bfcfc53,deville,la,rapides,71328,31.36085,-92.17548,6553,rural,america/chicago,sub,0.0,53.0,doctorate degree,part time,25652.0,separated,male,no,3.954666,11,2,0,no,month-to-month,no,no,dsl,yes,no,no,no,no,no,yes,yes,yes,electronic check,62.5567,200.3284,6095.95,6,5,5,5,3,4,3,5
8856,8857,8857,a991604,5121982a-9784-47e1-b2e8-5064a5e9d09c,gould city,mi,mackinac,49838,46.06199,-85.74746,507,rural,america/detroit,water engineer,1.0,58.0,professional school degree,full time,65768.17,widowed,female,no,13.67296,6,2,0,no,two year,no,no,dsl,yes,yes,no,yes,no,no,yes,yes,yes,credit card (automatic),69.74686,242.7282,6751.758,3,4,2,3,5,3,3,4
8857,8858,8858,q924752,51a6ba49-e980-4a72-be8d-ef426959e34e,delaware city,de,new castle,19706,39.57275,-75.5988,1780,rural,america/new_york,chief of staff,3.0,53.0,"some college, 1 or more years, no degree",full time,11624.31,divorced,prefer not to answer,no,11.84798,8,1,0,no,month-to-month,no,no,dsl,yes,no,no,yes,yes,yes,no,no,no,mailed check,55.48531,140.1185,5283.145,2,3,1,4,3,1,2,3
8858,8859,8859,p576478,0f304474-0afc-41bb-bd87-4bfefe1aab8c,waterbury,ct,new haven,6710,41.56905,-73.04579,11275,urban,america/new_york,teaching laboratory technician,4.0,60.0,regular high school diploma,part time,33186.785,never married,male,no,8.105838,9,0,0,no,two year,no,no,dsl,yes,no,no,no,no,yes,no,no,no,electronic check,68.69992,105.6868,6215.161,4,3,3,3,3,3,4,3
8859,8860,8860,u495259,3de69415-f563-4d5b-b496-d61fb0b6a77c,slocomb,al,geneva,36375,31.07549,-85.53886,6962,suburban,america/chicago,gaffer,2.0,53.0,regular high school diploma,full time,33186.785,divorced,female,no,7.135653,14,2,1,no,two year,yes,no,dsl,yes,no,no,no,no,yes,no,yes,no,bank transfer(automatic),65.16987,139.8552,5954.856,3,3,5,4,4,4,4,4
8860,8861,8861,t114413,42314932-75e6-414d-99ec-c7037c57909b,surrency,ga,appling,31563,31.74553,-82.18267,1296,rural,america/new_york,operational investment banker,0.0,48.0,"some college, 1 or more years, no degree",full time,38501.46,divorced,male,no,9.580039,10,0,0,no,month-to-month,yes,no,nan,yes,yes,no,no,no,yes,no,no,no,electronic check,50.55452,125.6831,4303.028,2,1,1,2,2,3,4,2
8861,8862,8862,n969918,be0d2a7f-5915-4e2e-9dbc-f0a9a9fa1c8d,walford,ia,benton,52351,41.87788,-91.83177,1455,suburban,america/chicago,estate manager/land agent,2.0,62.0,"9th grade to 12th grade, no diploma",retired,19418.81,married,male,no,11.86057,12,0,0,no,month-to-month,yes,no,dsl,yes,no,no,no,no,yes,no,yes,yes,credit card (automatic),58.0434,140.6902,3382.424,3,2,3,4,2,3,4,5
8862,8863,8863,c726077,1335da40-6f22-47bd-a94b-a268f5eda393,jacksonville,ny,tompkins,14854,42.50577,-76.6148,13,rural,america/new_york,records manager,0.0,61.0,regular high school diploma,full time,87653.56,divorced,male,no,6.869311,11,1,1,no,month-to-month,no,no,fiber optic,yes,yes,no,yes,yes,no,no,yes,yes,mailed check,70.21916,213.9445,6206.177,3,3,4,2,3,4,3,3
8863,8864,8864,e370463,cb254d97-e30d-47a9-8968-abb11e7c5a28,troy,in,perry,47588,38.0704,-86.77929,556,rural,america/indiana/tell_city,"teacher, english as a foreign language",0.0,53.0,professional school degree,full time,12262.31,married,male,no,8.827648,12,0,0,no,two year,yes,no,dsl,no,no,yes,yes,no,no,no,no,no,credit card (automatic),36.19603,117.2231,5716.522,3,3,2,4,3,4,4,5
8864,8865,8865,b803995,1bf27463-a031-4418-9e9a-106228ef10b2,fairhope,pa,somerset,15538,39.86794,-78.83625,719,urban,america/new_york,marine scientist,1.0,89.0,nursery school to 8th grade,full time,11681.78,widowed,female,no,10.61979,16,0,0,no,one year,no,no,fiber optic,yes,yes,yes,no,no,no,yes,yes,yes,bank transfer(automatic),70.19945,243.8269,6254.923,3,3,3,4,3,3,3,4
8865,8866,8866,i139966,e13725d3-71f3-47b0-868f-57517fadb072,beeville,tx,bee,78104,28.51879,-97.76466,69,suburban,america/chicago,accommodation manager,1.0,53.0,regular high school diploma,full time,35917.89,divorced,female,yes,6.639914,15,0,1,yes,month-to-month,yes,no,fiber optic,yes,no,no,yes,no,yes,yes,yes,no,electronic check,56.76973,241.2293,5174.531,4,4,4,4,3,4,5,3
8866,8867,8867,m750521,02198899-fbb4-4731-b650-96ec9853e4d7,evergreen,nc,columbus,28438,34.41155,-78.92459,1619,rural,america/new_york,archivist,1.0,53.0,"9th grade to 12th grade, no diploma",full time,45362.56,divorced,male,no,4.444129,7,1,0,no,two year,no,yes,nan,yes,no,yes,yes,yes,no,no,no,yes,electronic check,42.02106,116.9474,3701.191,3,3,3,4,2,4,4,3
8867,8868,8868,r75508,20e29014-54af-41b4-881e-3e8b3c74ddbc,paoli,pa,chester,19301,40.04118,-75.48034,6438,rural,america/new_york,tourism officer,3.0,41.0,bachelor's degree,full time,28435.25,separated,male,no,12.35649,13,1,0,no,month-to-month,no,no,fiber optic,yes,no,yes,yes,no,no,yes,yes,yes,electronic check,59.59171,233.3901,5673.784,3,2,3,4,3,4,3,2
8868,8869,8869,a871046,7a58f22b-1a3f-43b7-ac5d-19f98f06a8ed,wilmore,ky,jessamine,40390,37.8534,-84.67167,7691,urban,america/new_york,data scientist,1.0,53.0,associate's degree,retired,33186.785,never married,female,no,7.710816,15,2,0,no,month-to-month,no,no,fiber optic,yes,yes,no,no,no,no,no,no,no,credit card (automatic),58.90417,145.838,4880.899,2,2,1,3,4,3,4,1
8869,8870,8870,o962208,6280b028-f8b7-4818-8e37-9484031900b7,midlothian,va,chesterfield,23114,37.4822,-77.65937,18540,urban,america/new_york,"research officer, government",3.0,36.0,master's degree,full time,3686.27,never married,male,no,13.53695,10,2,1,no,one year,yes,no,dsl,yes,yes,yes,no,yes,no,no,yes,no,bank transfer(automatic),55.64344,173.9664,5580.902,3,4,3,4,3,2,3,4
8870,8871,8871,q170446,c8ef39f4-b320-4569-9329-b8689b52c49c,el segundo,ca,los angeles,90245,33.91695,-118.4021,16850,rural,america/los_angeles,bookseller,0.0,36.0,"some college, 1 or more years, no degree",full time,33186.785,divorced,male,no,6.156318,15,2,1,yes,two year,no,no,dsl,yes,yes,yes,no,no,yes,no,no,no,electronic check,37.90754,139.4109,3794.803,4,3,4,3,4,3,4,3
8871,8872,8872,m144232,5b90b8da-4618-4fdf-87e3-c016c7c8ca13,gunlock,ky,magoffin,41632,37.54642,-82.94021,480,rural,america/new_york,company secretary,6.0,53.0,"9th grade to 12th grade, no diploma",student,33186.785,divorced,male,no,9.190008,12,1,0,no,month-to-month,yes,no,dsl,yes,yes,yes,no,no,no,yes,yes,no,mailed check,36.19603,224.8032,6594.128,6,5,5,5,3,6,5,4
8872,8873,8873,d229153,401422a9-36e0-4976-9500-ef7539c061c7,almyra,ar,arkansas,72003,34.38592,-91.3978,698,rural,america/chicago,solicitor,1.0,25.0,"9th grade to 12th grade, no diploma",full time,13265.39,separated,male,no,7.621352,14,2,0,no,month-to-month,no,no,fiber optic,yes,no,no,no,no,no,yes,no,no,electronic check,60.05643,136.6828,3382.424,4,4,3,4,3,3,3,5
8873,8874,8874,d953868,59f5ad38-cafa-4bf5-adc1-519289ec3052,newtown,in,fountain,47969,40.20574,-87.14876,152,urban,america/indiana/indianapolis,community arts worker,2.0,53.0,associate's degree,full time,118281.7,widowed,male,no,2.364576,17,0,1,no,two year,no,no,fiber optic,yes,no,no,no,no,no,yes,yes,no,bank transfer(automatic),71.21314,207.9588,3382.424,3,4,2,3,4,4,3,1
8874,8875,8875,w453254,8b8261b6-7ae1-4d00-8d0b-2ee3a7f8c20b,tulare,sd,spink,57476,44.71425,-98.61703,424,urban,america/chicago,"research officer, trade union",1.0,53.0,"some college, 1 or more years, no degree",full time,33186.785,widowed,male,no,6.68135,15,0,0,no,month-to-month,yes,yes,dsl,yes,yes,no,no,yes,no,yes,yes,yes,electronic check,63.53539,234.5242,6369.536,4,4,4,4,4,3,5,3
8875,8876,8876,w204997,6108693a-f984-41d8-bb5f-d6795c0ab784,henderson,co,adams,80640,39.88543,-104.8822,12864,urban,america/denver,ophthalmologist,1.0,53.0,"some college, less than 1 year",full time,33186.785,never married,male,no,9.17104,15,0,0,no,month-to-month,no,yes,fiber optic,yes,yes,yes,yes,yes,no,yes,no,no,credit card (automatic),58.56191,207.8225,5351.338,1,1,2,4,3,3,2,3
8876,8877,8877,e77227,42e0e77c-1fa5-44f3-88d1-33b0b5bc4629,san francisco,ca,san francisco,94108,37.79203,-122.4086,14550,rural,america/los_angeles,technical author,1.0,85.0,bachelor's degree,unemployed,41066.46,separated,female,no,10.32723,10,1,0,no,month-to-month,no,yes,fiber optic,yes,no,no,yes,yes,yes,no,no,yes,electronic check,59.47229,160.8427,4968.105,4,5,3,4,4,4,4,3
8877,8878,8878,f504193,373b3af0-4822-414e-bd41-0c4a782c5be2,oneco,ct,windham,6373,41.6705,-71.79895,325,suburban,america/new_york,diagnostic radiographer,2.0,74.0,associate's degree,full time,23288.67,separated,male,no,44.52064,14,0,0,no,one year,yes,no,fiber optic,yes,no,no,no,yes,yes,no,no,yes,bank transfer(automatic),36.19603,166.7288,3964.578,3,4,4,3,5,2,4,3
8878,8879,8879,e941116,6fd0f696-3821-4518-81a3-89219b1c07cb,guffey,co,park,80820,38.78833,-105.5778,751,rural,america/denver,paediatric nurse,5.0,53.0,regular high school diploma,full time,49062.06,divorced,male,no,9.563699,7,2,0,no,two year,yes,yes,dsl,yes,yes,yes,no,no,no,no,no,yes,bank transfer(automatic),65.28923,126.1057,6165.049,4,3,5,2,6,2,3,3
8879,8880,8880,l403049,966e1895-7d0d-462d-a941-3b7267780d10,gheens,la,lafourche,70355,29.69904,-90.42925,1210,suburban,america/chicago,"chemist, analytical",0.0,53.0,"some college, less than 1 year",full time,9682.42,divorced,female,no,8.808866,10,1,0,no,two year,yes,yes,fiber optic,yes,no,yes,no,no,no,no,no,yes,bank transfer(automatic),63.58076,114.62,5329.635,3,3,3,2,4,3,3,3
8880,8881,8881,q461091,34067c41-eab4-4ac7-9d0b-9fb4934446ac,brookhaven,pa,delaware,19015,39.86921,-75.39286,16665,suburban,america/new_york,fast food restaurant manager,1.0,53.0,associate's degree,full time,57339.59,widowed,male,no,9.834923,15,1,0,no,two year,yes,yes,fiber optic,yes,yes,yes,no,yes,no,no,yes,no,bank transfer(automatic),71.96235,195.9327,6292.157,2,3,3,3,4,3,2,4
8881,8882,8882,z357278,bed2d611-640a-4ef5-8df6-cb9795817429,haskell,nj,passaic,7420,41.03255,-74.30115,5100,suburban,america/new_york,"psychologist, counselling",1.0,86.0,"some college, 1 or more years, no degree",retired,53330.75,married,female,no,12.4385,10,0,0,no,month-to-month,yes,yes,fiber optic,yes,no,no,no,no,no,no,yes,no,electronic check,65.11343,147.0951,3382.424,3,4,4,2,4,3,3,2
8882,8883,8883,s422197,b2cac369-78c5-4a78-802f-d621c446d832,naples,fl,collier,34113,26.04867,-81.72777,21409,urban,america/new_york,company secretary,3.0,60.0,ged or alternative credential,full time,33186.785,married,female,no,9.768074,10,2,0,yes,month-to-month,yes,no,fiber optic,yes,no,yes,no,no,no,no,yes,yes,mailed check,55.42799,151.8546,4831.683,3,4,3,4,3,3,4,5
8883,8884,8884,c647303,64f3d6e4-d471-4973-bce3-984d6ca145b9,snohomish,wa,snohomish,98296,47.84066,-122.1017,30373,suburban,america/los_angeles,"engineer, manufacturing systems",1.0,56.0,"9th grade to 12th grade, no diploma",full time,59221.64,married,female,no,10.04095,11,4,1,no,month-to-month,yes,no,fiber optic,yes,no,no,yes,yes,no,yes,yes,yes,bank transfer(automatic),54.40563,242.2966,5100.989,1,2,2,4,5,2,3,3
8884,8885,8885,k619026,b1f8ebd2-1343-4b10-ad18-941286e5a74a,dornsife,pa,northumberland,17823,40.72173,-76.72414,1203,urban,america/new_york,exercise physiologist,1.0,58.0,bachelor's degree,full time,33186.785,never married,male,no,9.600607,8,0,0,no,one year,yes,no,fiber optic,yes,no,no,yes,no,no,yes,no,yes,credit card (automatic),52.8369,158.198,4727.906,3,3,3,2,4,4,3,4
8885,8886,8886,v409169,7143ef43-1b9f-4845-b6cc-687047293967,escanaba,mi,delta,49829,45.76353,-87.15961,16943,rural,america/detroit,"administrator, local government",0.0,53.0,regular high school diploma,retired,47386.97,never married,male,no,8.358565,11,1,0,no,two year,yes,yes,dsl,yes,yes,yes,no,no,yes,yes,no,no,electronic check,54.28949,166.7922,5218.998,3,3,4,3,2,3,5,3
8886,8887,8887,n695754,2080632e-cc91-4d76-8720-7b83ad4f2bc4,fernwood,id,benewah,83830,47.07838,-116.3653,514,suburban,america/los_angeles,retail merchandiser,2.0,36.0,regular high school diploma,full time,43627.54,married,male,no,9.546998,16,2,0,no,two year,yes,no,fiber optic,yes,yes,no,no,yes,no,yes,no,no,credit card (automatic),63.39683,183.9652,5697.616,2,2,2,5,2,4,6,3
8887,8888,8888,g798762,29edb9c3-a93d-4a71-8ffe-196ab9ffbf9d,honesdale,pa,wayne,18431,41.62299,-75.25749,12078,suburban,america/new_york,structural engineer,1.0,20.0,regular high school diploma,full time,41971.87,divorced,female,no,10.57956,16,0,1,no,two year,no,no,dsl,yes,no,no,yes,yes,no,yes,yes,yes,bank transfer(automatic),57.87473,221.0047,5978.333,2,3,1,5,4,2,4,2
8888,8889,8889,w705014,704f6ae1-5215-4b4f-a82f-2b685179dac1,chester,ca,plumas,96020,40.367,-121.2963,2242,rural,america/los_angeles,building surveyor,4.0,64.0,bachelor's degree,retired,56783.12,married,female,no,6.945776,11,0,0,no,month-to-month,no,yes,dsl,yes,yes,yes,yes,no,yes,yes,no,no,mailed check,66.35321,188.076,6364.434,3,3,2,3,3,2,4,3
8889,8890,8890,y93277,9f653bf2-be26-4157-aaca-a824ba15c884,oxnard,ca,ventura,93033,34.15213,-119.1265,83782,urban,america/los_angeles,astronomer,1.0,53.0,nursery school to 8th grade,full time,33186.785,separated,female,no,11.5853,9,0,1,no,month-to-month,no,no,fiber optic,yes,no,no,no,no,no,no,no,yes,credit card (automatic),46.75485,113.6124,3840.966,2,3,3,4,5,2,3,2
8890,8891,8891,v155685,2893b508-a99e-401d-bab2-4a4b37b5eaf6,mahwah,nj,bergen,7430,41.08162,-74.18566,26325,suburban,america/new_york,insurance account manager,0.0,85.0,bachelor's degree,full time,33186.785,separated,female,no,10.09653,10,1,1,yes,two year,no,no,fiber optic,yes,yes,no,no,yes,no,yes,yes,no,credit card (automatic),48.42652,251.7455,4463.168,3,3,2,3,1,5,6,4
8891,8892,8892,o263182,af48eff6-66ef-4cba-a60b-1f47aa6194f6,nesmith,sc,williamsburg,29580,33.66251,-79.55892,1336,urban,america/new_york,"biochemist, clinical",0.0,53.0,"some college, 1 or more years, no degree",unemployed,33186.785,married,female,no,11.80495,11,0,0,no,month-to-month,yes,no,dsl,yes,no,yes,yes,yes,no,yes,yes,no,electronic check,58.89646,226.1033,6051.458,2,1,2,4,3,4,4,3
8892,8893,8893,u338809,285b4dd6-4737-4e0e-8bb1-51efc7893028,san diego,ca,san diego,92147,32.72458,-117.2193,551,urban,america/los_angeles,sport and exercise psychologist,0.0,19.0,professional school degree,retired,24366.76,widowed,female,no,14.69799,11,2,0,no,month-to-month,yes,no,dsl,yes,yes,yes,no,yes,no,yes,no,yes,electronic check,70.52668,164.6952,6717.632,5,4,4,3,3,5,4,4
8893,8894,8894,g569062,14c41643-78f6-4197-80f6-5afb91b1a663,weldon,ia,decatur,50264,40.90135,-93.70257,460,rural,america/chicago,museum/gallery conservator,4.0,59.0,regular high school diploma,student,33186.785,widowed,female,yes,6.310466,9,0,0,no,month-to-month,yes,no,dsl,yes,no,yes,yes,yes,no,yes,yes,yes,electronic check,71.64551,225.8001,7084.803,4,4,3,5,2,4,2,4
8894,8895,8895,y803084,a8a6286b-a560-45f7-bae6-447b7a8fa799,trenton,tn,gibson,38382,35.96724,-88.9928,9191,suburban,america/chicago,charity fundraiser,1.0,32.0,regular high school diploma,full time,90780.38,never married,female,no,10.72769,9,0,0,no,two year,no,no,dsl,yes,yes,no,yes,yes,no,no,yes,yes,mailed check,39.23505,195.6455,4093.694,5,6,5,3,5,4,3,3
8895,8896,8896,t207990,9cea554a-98e0-4d6b-9ba5-a36c623988d3,parsons,wv,tucker,26287,39.16583,-79.69037,3091,rural,america/new_york,land,1.0,29.0,"some college, 1 or more years, no degree",part time,33186.785,never married,female,no,8.991383,14,1,0,no,one year,no,yes,dsl,yes,yes,yes,yes,no,no,yes,yes,yes,mailed check,67.15929,245.4487,6710.022,3,3,3,2,4,3,4,2
